hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_group	gene_group_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_id	lncipedia	gtrnadb	agr	mane_select	gencc
HGNC:37653	ERVW-2	endogenous retrovirus group W member 2	other	endogenous retrovirus	Approved	Xq22.3	Xq22.3	NTrenv		ERVWE2	"endogenous retroviral family W, env, member 2|endogenous retrovirus group W, member 2"			2009-12-16	2011-05-05	2015-12-16	2015-12-16	100379323				"AF331500|FN689795"				"19368703|21542922"																											
HGNC:39041	ERVW-3	endogenous retrovirus group W member 3	other	endogenous retrovirus	Approved	3q23	03q23	CL4			endogenous retrovirus group W, member 3			2011-05-05		2015-12-16	2015-12-16	100862696				AF127227				"10405350|21542922"																											
HGNC:39043	ERVW-4	endogenous retrovirus group W member 4	other	endogenous retrovirus	Approved	15q21.3	15q21.3	C187-23			endogenous retrovirus group W, member 4			2011-05-05		2015-12-16	2015-12-16	100616496				"AF123882|EF539878"				"19368703|10405350|20005155|21542922"																											
HGNC:39044	ERVW-5	endogenous retrovirus group W member 5	other	endogenous retrovirus	Approved	3q26.32	03q26.32	CL2			endogenous retrovirus group W, member 5			2011-05-05		2015-12-16	2015-12-16	100862695				AF123881				"10405350|21542922"																											
HGNC:39045	ERVW-6	endogenous retrovirus group W member 6	other	endogenous retrovirus	Approved	11q14.1	11q14.1				endogenous retrovirus group W, member 6			2011-05-05		2015-12-16	2015-12-16	100616198				"AK022306|AB063619"				"17559415|21542922"																											
HGNC:49246	ERVW-7	endogenous retrovirus group W member 7	other	endogenous retrovirus	Approved	1p33	01p33				endogenous retrovirus group W, member 7			2013-10-21		2015-12-16	2015-12-16	106144589				HG421043																															
HGNC:49247	ERVW-8	endogenous retrovirus group W member 8	other	endogenous retrovirus	Approved	1p22.2	01p22.2				endogenous retrovirus group W, member 8			2013-10-21		2015-12-16	2015-12-16	106144559				HG421044																															
HGNC:49248	ERVW-9	endogenous retrovirus group W member 9	other	endogenous retrovirus	Approved	1q25.2	01q25.2				endogenous retrovirus group W, member 9			2013-10-21		2015-12-16	2015-12-16	106699568				HG421045																															
HGNC:49249	ERVW-10	endogenous retrovirus group W member 10	other	endogenous retrovirus	Approved	1q32.1	01q32.1				endogenous retrovirus group W, member 10			2013-10-21		2015-12-16	2015-12-16	106144579				HG421046																															
HGNC:49250	ERVW-11	endogenous retrovirus group W member 11	other	endogenous retrovirus	Approved	1q42.13	01q42.13				endogenous retrovirus group W, member 11			2013-10-21		2015-12-16	2015-12-16	106144560				HG421047																															
HGNC:49251	ERVW-12	endogenous retrovirus group W member 12	other	endogenous retrovirus	Approved	2p16.2	02p16.2				endogenous retrovirus group W, member 12			2013-10-21		2015-12-16	2015-12-16	106144580				HG421048																															
HGNC:49252	ERVW-13	endogenous retrovirus group W member 13	other	endogenous retrovirus	Approved	2q13	02q13				endogenous retrovirus group W, member 13			2013-10-21		2015-12-16	2015-12-16	106144576				HG421049																															
HGNC:49253	ERVW-14	endogenous retrovirus group W member 14	other	endogenous retrovirus	Approved	2q31.2	02q31.2				endogenous retrovirus group W, member 14			2013-10-21		2015-12-16	2015-12-16	106144561				HG421050																															
HGNC:49254	ERVW-15	endogenous retrovirus group W member 15	other	endogenous retrovirus	Approved	4p16.1	04p16.1				endogenous retrovirus group W, member 15			2013-10-21		2015-12-16	2015-12-16	106144597				HG421053																															
HGNC:49255	ERVW-16	endogenous retrovirus group W member 16	other	endogenous retrovirus	Approved	4q28.3	04q28.3				endogenous retrovirus group W, member 16			2013-10-21		2015-12-16	2015-12-16	106144581				HG421054																															
HGNC:49256	ERVW-17	endogenous retrovirus group W member 17	other	endogenous retrovirus	Approved	6q21	06q21				endogenous retrovirus group W, member 17			2013-10-21		2015-12-16	2015-12-16	106144567				HG421036																															
HGNC:49306	ERVW-18	endogenous retrovirus group W member 18	other	endogenous retrovirus	Approved	6q24.2	06q24.2				endogenous retrovirus group W, member 18			2013-10-21		2015-12-16	2015-12-16	106144562				HG421056																															
HGNC:49307	ERVW-19	endogenous retrovirus group W member 19	other	endogenous retrovirus	Approved	6q27	06q27				endogenous retrovirus group W, member 19			2013-10-21		2015-12-16	2015-12-16	106144571				HG421057																															
HGNC:49308	ERVW-20	endogenous retrovirus group W member 20	other	endogenous retrovirus	Approved	8q21.11	08q21.11				endogenous retrovirus group W, member 20			2013-10-21		2015-12-16	2015-12-16	106144604				HG421059																															
HGNC:49309	ERVW-21	endogenous retrovirus group W member 21	other	endogenous retrovirus	Approved	8q21.13	08q21.13				endogenous retrovirus group W, member 21			2013-10-21		2015-12-16	2015-12-16	106144587				HG421060																															
HGNC:49310	ERVW-22	endogenous retrovirus group W member 22	other	endogenous retrovirus	Approved	9p13.3	09p13.3				endogenous retrovirus group W, member 22			2013-10-21		2015-12-16	2015-12-16	106144563				HG421061																															
HGNC:49311	ERVW-23	endogenous retrovirus group W member 23	other	endogenous retrovirus	Approved	12p13.31	12p13.31				endogenous retrovirus group W, member 23			2013-10-21		2015-12-16	2015-12-16	106144603				HG421062																															
HGNC:49312	ERVW-24	endogenous retrovirus group W member 24	other	endogenous retrovirus	Approved	12q13.13	12q13.13				endogenous retrovirus group W, member 24			2013-10-21		2015-12-16	2015-12-16	106144564				HG421038																															
HGNC:49313	ERVW-25	endogenous retrovirus group W member 25	other	endogenous retrovirus	Approved	13q13.3	13q13.3				endogenous retrovirus group W, member 25			2013-10-21		2015-12-16	2015-12-16	106144605				HG421063																															
HGNC:49314	ERVW-26	endogenous retrovirus group W member 26	other	endogenous retrovirus	Approved	14q21.3	14q21.3				endogenous retrovirus group W, member 26			2013-10-21		2015-12-16	2015-12-16	106144572				HG421039																															
HGNC:49315	ERVW-27	endogenous retrovirus group W member 27	other	endogenous retrovirus	Approved	14q32.12	14q32.12				endogenous retrovirus group W, member 27			2013-10-21		2015-12-16	2015-12-16	106144565				HG421064																															
HGNC:49316	ERVW-28	endogenous retrovirus group W member 28	other	endogenous retrovirus	Approved	17q12	17q12				endogenous retrovirus group W, member 28			2013-10-21		2015-12-16	2025-10-22	105694156				HG421041																															
HGNC:49378	ERVW-29	endogenous retrovirus group W member 29	other	endogenous retrovirus	Approved	18p11.21	18p11.21				endogenous retrovirus group W, member 29			2013-10-21		2015-12-16	2015-12-16	106144583				HG421066																															
HGNC:3462	ESA4	esterase A4	other	unknown	Approved	11q13-q22	11q13-q22							2001-06-22			2019-06-20	2090								"6946513|6604488"					133220															3.1.1.1							
HGNC:17474	ESAM	endothelial cell adhesion molecule	protein-coding gene	gene with protein product	Approved	11q24.2	11q24.2	W117m				"V-set domain containing|IgCAM CXADR-related subfamily"	"590|1414"	2003-11-26			2023-01-20	90952	ENSG00000149564	OTTHUMG00000151986	uc001qav.5	AK075396	NM_138961	CCDS8453	Q96AP7	"11279107|11906820"	MGI:1916774	RGD:1303286			614281																				HGNC:17474	"ENST00000278927.10|NM_138961.3"	HGNC:17474
HGNC:55558	ESAM-AS1	ESAM antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	11q24.2	11q24.2					Antisense RNAs	1987	2021-04-07			2021-04-07	101929340	ENSG00000250073				NR_120577																									URS000075DC0A					
HGNC:3463	ESAT	esterase activator	other	unknown	Approved	14	14							2001-06-22			2013-03-15	2096								4508320																											
HGNC:3464	ESB3	esterase B3	other	unknown	Approved	16	16							2001-06-22			2013-07-10	2097								3481956					133290															3.1.1.1							
HGNC:24645	ESCO1	establishment of sister chromatid cohesion N-acetyltransferase 1	protein-coding gene	gene with protein product	Approved	18q11.2	18q11.2	"ESO1|EFO1|KIAA1911"			establishment of cohesion 1 homolog 1 (S. cerevisiae)	Lysine acetyltransferases	486	2005-01-04		2013-05-02	2023-01-20	114799	ENSG00000141446	OTTHUMG00000178919	uc002kth.2	AL832041	NM_052911	CCDS32800	Q5FWF5	"11572484|14576321|15958495"	MGI:1925055	RGD:1596873			609674					470296															HGNC:24645	"ENST00000269214.10|NM_052911.3"	
HGNC:27230	ESCO2	establishment of sister chromatid cohesion N-acetyltransferase 2	protein-coding gene	gene with protein product	Approved	8p21.1	08p21.1	EFO2		RBS	"Roberts syndrome|establishment of cohesion 1 homolog 2 (S. cerevisiae)"	Lysine acetyltransferases	486	2005-01-04		2013-05-02	2023-01-20	157570	ENSG00000171320	OTTHUMG00000163901	uc003xgg.4	AF306679	NM_001017420	CCDS34872	Q56NI9	"15958495|16775838|15821733|16380922"	MGI:1919238	RGD:1593313	Global Variome shared LOVD|https://databases.lovd.nl/shared/genes/ESCO2		609353					121610															HGNC:27230	"ENST00000305188.13|NM_001017420.3"	HGNC:27230
HGNC:3465	ESD	esterase D	protein-coding gene	gene with protein product	Approved	13q14.2	13q14.2		S-formylglutathione hydrolase		esterase D/formylglutathione hydrolase			2001-06-22		2010-05-07	2023-01-20	2098	ENSG00000139684	OTTHUMG00000016878	uc001vbn.3	M13450	NM_001984	CCDS9404	P10768		MGI:95421	RGD:1592114			133280								S09.990							3.1.2.12					HGNC:3465	"ENST00000378720.8|NM_001984.2"	
HGNC:56902	ESDP1	ESD pseudogene 1	pseudogene	pseudogene	Approved	6p22.3	06p22.3							2023-09-14			2023-09-14	100421092	ENSG00000219314				NG_025901																														
HGNC:15898	ESF1	ESF1 nucleolar pre-rRNA processing protein	protein-coding gene	gene with protein product	Approved	20p12.1	20p12.1	bA526K24.1		C20orf6	"ESF1 nucleolar pre-rRNA processing protein homolog|chromosome 20 open reading frame 6|ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae)"	SSU processome	1484	2001-06-21	2006-11-13	2025-06-27	2025-06-27	51575	ENSG00000089048	OTTHUMG00000031906	uc002woj.3		NM_016649	CCDS13117	Q9H501		MGI:1913830	RGD:1306067			618765																				HGNC:15898	"ENST00000617257.2|NM_001276380.2"	
HGNC:3466	ESM1	endothelial cell specific molecule 1	protein-coding gene	gene with protein product	Approved	5q11.2	05q11.2				endothelial cell-specific molecule 1			2000-01-07		2016-01-21	2023-01-20	11082	ENSG00000164283	OTTHUMG00000097010	uc003jpk.4	X89426	NM_007036	"CCDS3963|CCDS47206"	Q9NQ30	8702785	MGI:1918940	RGD:71013			601521																				HGNC:3466	"ENST00000381405.5|NM_007036.5"	
HGNC:16856	ESPL1	extra spindle pole bodies like 1, separase	protein-coding gene	gene with protein product	Approved	12q13.13	12q13.13	"KIAA0165|ESP1|SEPA"	"separin|separase|separin, cysteine protease"		"extra spindle poles like 1 (S. cerevisiae)|extra spindle pole bodies homolog 1 (S. cerevisiae)"			2002-01-03		2015-07-02	2023-01-20	9700	ENSG00000135476	OTTHUMG00000169674	uc001sck.2	D79987	NM_012291	CCDS8852	Q14674	"8724849|16258266"	MGI:2146156	RGD:1306266			604143								C50.002							3.4.22.49					HGNC:16856	"ENST00000257934.9|NM_012291.5"	
HGNC:13281	ESPN	espin	protein-coding gene	gene with protein product	Approved	1p36.31	01p36.31			DFNB36	deafness, autosomal recessive 36	Ankyrin repeat domain containing	403	2001-12-05			2023-01-20	83715	ENSG00000187017	OTTHUMG00000000753	uc001amy.3	AF134401	NM_031475	CCDS70	B1AK53	"10975527|15286153"	MGI:1861630	RGD:620652	LRG_1281|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_1281.xml		606351					160240															HGNC:13281	"ENST00000645284.1|NM_031475.3"	HGNC:13281
HGNC:27937	ESPNL	espin like	protein-coding gene	gene with protein product	Approved	2q37.3	02q37.3	FLJ42568				Ankyrin repeat domain containing	403	2006-08-24		2017-06-13	2023-01-20	339768	ENSG00000144488	OTTHUMG00000133335	uc002vxq.5	AK124559	NM_194312	"CCDS2525|CCDS77547"	Q6ZVH7	"12975309|26926603"	MGI:2685402	RGD:1562432			619974																				HGNC:27937	"ENST00000343063.8|NM_194312.4"	
HGNC:23285	ESPNP	espin pseudogene	pseudogene	pseudogene	Approved	1p36.13	01p36.13							2005-07-07			2014-11-19	284729	ENSG00000268869	OTTHUMG00000000803		AL035288	NR_026567			15286153											PGOHUM00000256862														HGNC:23285		
HGNC:3467	ESR1	estrogen receptor 1	protein-coding gene	gene with protein product	Approved	6q25.1-q25.2	06q25.1-q25.2	"ER|NR3A1|Era|ER-alpha"	"nuclear receptor subfamily 3 group A member 1|estrogen receptor alpha|oestrogen receptor alpha|E2 receptor alpha|estradiol receptor"	ESR		Estrogen receptors	2077	2001-06-22			2023-08-02	2099	ENSG00000091831	OTTHUMG00000016103	uc003qom.5	X03635	NM_000125	"CCDS5234|CCDS87457"	P03372	3754034	MGI:1352467	RGD:2581	LRG_992|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_992.xml	ESR1	133430					121614					HGNC:3467										HGNC:3467	"ENST00000206249.8|NM_000125.4"	HGNC:3467
HGNC:3468	ESR2	estrogen receptor 2	protein-coding gene	gene with protein product	Approved	14q23.2-q23.3	14q23.2-q23.3	"NR3A2|Erb|ER-beta"	"ER beta|estrogen receptor beta|oestrogen receptor beta|nuclear receptor subfamily 3 group A member 2"		estrogen receptor 2 (ER beta)	Estrogen receptors	2077	1997-01-17		2016-03-18	2023-03-15	2100	ENSG00000140009	OTTHUMG00000141306	uc001xha.2	X99101	NM_001040275	"CCDS32096|CCDS55920|CCDS61469|CCDS61470|CCDS9762"	Q92731	8769313	MGI:109392	RGD:2582			601663					474419					HGNC:3468										HGNC:3468	"ENST00000341099.6|NM_001437.3"	HGNC:3468
HGNC:39079	ESRG	embryonic stem cell related	non-coding RNA	RNA, long non-coding	Approved	3p14.3	03p14.3	HESRG	human embryonic stem cell related gene		embryonic stem cell related (non-protein coding)	Long non-coding RNAs with non-systematic symbols	1992	2011-10-10		2018-05-16	2018-05-16	790952	ENSG00000265992	OTTHUMG00000179678	uc003dhj.4		NR_027122		Q1W209	"17803967|21861197"					611473																	URS000075B84B	ESRG		HGNC:39079		
HGNC:25966	ESRP1	epithelial splicing regulatory protein 1	protein-coding gene	gene with protein product	Approved	8q22.1	08q22.1	FLJ20171		RBM35A	RNA binding motif protein 35A	RNA binding motif containing	725	2005-09-22	2009-03-10	2009-03-10	2023-01-20	54845	ENSG00000104413	OTTHUMG00000164587	uc003ygq.5	AK000178	NM_017697	"CCDS47895|CCDS47896|CCDS47897|CCDS47898|CCDS87620"	Q6NXG1	"19285943|25143390"	MGI:1917326	RGD:1560481			612959																				HGNC:25966	"ENST00000433389.8|NM_017697.4"	HGNC:25966
HGNC:26152	ESRP2	epithelial splicing regulatory protein 2	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	FLJ21918		RBM35B	RNA binding motif protein 35B	"RNA binding motif containing|MicroRNA protein coding host genes"	"725|1691"	2005-09-22	2009-03-10	2009-03-10	2023-01-20	80004	ENSG00000103067	OTTHUMG00000137557	uc002evq.2	AK025571	NM_024939	"CCDS10863|CCDS92181"	Q9H6T0	"19285943|25143390"	MGI:1924661	RGD:1310855			612960																				HGNC:26152	"ENST00000473183.7|NM_024939.3"	
HGNC:3471	ESRRA	estrogen related receptor alpha	protein-coding gene	gene with protein product	Approved	11q13.1	11q13.1	"ERR1|ERRalpha|NR3B1|ERRa"		ESRL1		Estrogen related receptors	2078	1997-04-25		2016-01-14	2023-01-20	2101	ENSG00000173153	OTTHUMG00000150641	uc001nzq.3	"X51416|L38487"	NM_004451	"CCDS41667|CCDS60830"	P11474	3267207	MGI:1346831	RGD:1583866			601998										HGNC:3471										HGNC:3471	"ENST00000000442.11|NM_004451.5"	
HGNC:3472	ESRRAP1	estrogen-related receptor alpha pseudogene 1	pseudogene	pseudogene	Approved	13q12.11	13q12.11			ESRRAP	estrogen-related receptor alpha pseudogene			1997-10-21	2008-02-01	2008-02-01	2016-10-05	144847	ENSG00000215572	OTTHUMG00000016495		AL359457	NG_001009			"9344655|18065488"											PGOHUM00000248311														HGNC:3472		
HGNC:24647	ESRRAP2	estrogen-related receptor alpha pseudogene 2	pseudogene	pseudogene	Approved	13q12.11	13q12.11	ESTRRA						2007-07-27			2011-03-15	144832	ENSG00000235438	OTTHUMG00000016534		U85258	NR_000033			"9344655|3267207|18065488"											PGOHUM00000248516														HGNC:24647		
HGNC:3473	ESRRB	estrogen related receptor beta	protein-coding gene	gene with protein product	Approved	14q24.3	14q24.3	"ERR2|ERRbeta|NR3B2|ERRb"		"ESRL2|DFNB35"	deafness, autosomal recessive 35	Estrogen related receptors	2078	1997-04-25		2016-01-14	2023-01-20	2103	ENSG00000119715	OTTHUMG00000160457	uc001xsq.2	X51417	NM_001379180	"CCDS91909|CCDS91910|CCDS9850"	O95718	"3267207|9344655|18179891"	MGI:1346832	RGD:1359557			602167					160244					HGNC:3473										HGNC:3473	"ENST00000644823.1|NM_001379180.1"	HGNC:3473
HGNC:3474	ESRRG	estrogen related receptor gamma	protein-coding gene	gene with protein product	Approved	1q41	01q41	"NR3B3|ERRg|ERR-gamma"				Estrogen related receptors	2078	1998-02-17		2016-01-14	2023-01-20	2104	ENSG00000196482	OTTHUMG00000037025	uc001hld.2	AF058291	NM_206595	"CCDS1517|CCDS41468|CCDS58060|CCDS58061"	P62508	"9676434|10072763"	MGI:1347056	RGD:1303236			602969										HGNC:3474										HGNC:3474	"ENST00000408911.8|NM_001438.4"	
HGNC:16817	ESS2	ess-2 spliceosome associated protein	protein-coding gene	gene with protein product	Approved	22q11.21	22q11.21	"DGSI|Es2el|ES2|DGS-H|ESS-2|bis1"		"DGCR13|DGCR14"	"ess-2 splicing factor homolog|DiGeorge syndrome critical region gene 13|DiGeorge syndrome critical region gene 14"	Spliceosomal P complex	1516	2002-10-30	2017-05-31	2025-06-27	2025-06-27	8220	ENSG00000100056	OTTHUMG00000150119	uc002zou.4	L77566	NM_022719	CCDS13756	Q96DF8	"8776594|11991638|25368387|40362295"	MGI:107854	RGD:1308218			601755																				HGNC:16817	"ENST00000252137.11|NM_022719.3"	
HGNC:14865	ESX1	ESX homeobox 1	protein-coding gene	gene with protein product	Approved	Xq22.2	Xq22.2	ESXR1		ESX1L	extraembryonic, spermatogenesis, homeobox 1 homolog (mouse)	PRD class homeoboxes and pseudogenes	521	2001-03-14	2006-02-08	2007-07-11	2023-01-20	80712	ENSG00000123576	OTTHUMG00000022125	uc004ely.4	AL049631	NM_153448	CCDS14516	Q8N693	"11374906|17242862"	MGI:1096388	RGD:1590738	Global Variome shared LOVD|https://databases.lovd.nl/shared/genes/ESX1		300154		8531																		HGNC:14865	"ENST00000372588.4|NM_153448.4"	
HGNC:29534	ESYT1	extended synaptotagmin 1	protein-coding gene	gene with protein product	Approved	12q13.2	12q13.2	"MBC2|KIAA0747"		FAM62A	"family with sequence similarity 62 (C2 domain containing), member A|extended synaptotagmin-like protein 1"	Extended synaptotagmins	827	2005-04-21	2009-06-23	2016-06-08	2023-01-20	23344	ENSG00000139641	OTTHUMG00000170197	uc001sjq.4	AK074368	NM_015292	"CCDS53801|CCDS8904"	Q9BSJ8	"9872452|10350628|17672888"	MGI:1344426	RGD:3053			616670																				HGNC:29534	"ENST00000394048.10|NM_015292.3"	
HGNC:22211	ESYT2	extended synaptotagmin 2	protein-coding gene	gene with protein product	Approved	7q36.3	07q36.3	"KIAA1228|CHR2SYT"		FAM62B	"family with sequence similarity 62 (C2 domain containing), member B|extended synaptotagmin-like protein 2"	Extended synaptotagmins	827	2005-04-21	2009-06-23	2016-06-08	2023-01-20	57488	ENSG00000117868	OTTHUMG00000151436	uc003wob.2	AB033054	NM_020728	"CCDS34791|CCDS94243"	A0FGR8	17672888	MGI:1261845	RGD:1565705			616691																				HGNC:22211	"ENST00000275418.13|NM_001367773.1"	
HGNC:24295	ESYT3	extended synaptotagmin 3	protein-coding gene	gene with protein product	Approved	3q22.3	03q22.3	CHR3SYT		FAM62C	"family with sequence similarity 62 (C2 domain containing), member C|extended synaptotagmin-like protein 3"	Extended synaptotagmins	827	2005-04-21	2009-06-23	2016-06-08	2023-01-20	83850	ENSG00000158220	OTTHUMG00000147354	uc003esk.4	AJ303366	NM_031913	CCDS3101	A0FGR9	"11543631|17672888"	MGI:1098699	RGD:1561304			616692																				HGNC:24295	"ENST00000389567.9|NM_031913.5"	
HGNC:24648	ETAA1	ETAA1 activator of ATR kinase	protein-coding gene	gene with protein product	Approved	2p14	02p14	ETAA16			"Ewing's tumor-associated antigen 1|ETAA1, ATR kinase activator"			2006-08-14		2019-01-25	2023-01-20	54465	ENSG00000143971	OTTHUMG00000129545	uc002sdz.2	AJ242682	NM_019002	CCDS1882	Q9NY74	"16003559|28073021"	MGI:1915395	RGD:1560957			613196																				HGNC:24648	"ENST00000272342.6|NM_019002.4"	
HGNC:53449	ETDA	embryonic testis differentiation homolog A	protein-coding gene	gene with protein product	Approved	Xq26.3	Xq26.3							2017-04-19			2023-01-20	101928677	ENSG00000238210	OTTHUMG00000022476			NM_001355522	CCDS87782	Q3ZM63		MGI:1916751																								HGNC:53449	"ENST00000427686.3|NM_001355522.1"	
HGNC:44269	ETDB	embryonic testis differentiation homolog B	protein-coding gene	gene with protein product	Approved	Xq26.3	Xq26.3			LINC00633	long intergenic non-protein coding RNA 633			2012-08-02	2017-04-19	2017-04-19	2023-01-20	100129515	ENSG00000224107	OTTHUMG00000022469	uc004eyi.5	"AI015085|AY730280"	NM_001355519	CCDS87781	P0DPP9		MGI:1916751																								HGNC:44269	"ENST00000423661.1|NM_001355519.1"	
HGNC:53450	ETDC	embryonic testis differentiation homolog C	protein-coding gene	gene with protein product	Approved	Xq26.3	Xq26.3							2017-04-19			2023-01-20	110806299	ENSG00000283644	OTTHUMG00000191754			NM_001358449	CCDS87783	A0A1B0GVM5		MGI:1916751	RGD:40982935																							HGNC:53450	"ENST00000635820.1|NM_001358449.1"	
HGNC:3477	ETF1	eukaryotic translation termination factor 1	protein-coding gene	gene with protein product	Approved	5q31.2	05q31.2	"eRF1|TB3-1|RF1"	"sup45 (yeast omnipotent suppressor 45) homolog-like 1|polypeptide chain release factor 1"	"SUP45L1|ERF1|ERF"		SURF complex	1963	1991-06-13			2023-01-20	2107	ENSG00000120705	OTTHUMG00000129199	uc003ldc.6	AF095901	NM_004730	"CCDS4207|CCDS75313|CCDS75314"	P62495	"1546371|7990965"	MGI:2385071	RGD:1305712			600285																				HGNC:3477	"ENST00000360541.10|NM_004730.4"	
HGNC:3478	ETF1P1	eukaryotic translation termination factor 1 pseudogene 1	pseudogene	pseudogene	Approved	6p22.1	06p22.1	HCGVII		SUP45L2				1999-08-12			2016-10-05	6824	ENSG00000232757	OTTHUMG00000031163			NG_001028			"1546371|10413110"											PGOHUM00000301738														HGNC:3478		
HGNC:3479	ETF1P2	eukaryotic translation termination factor 1 pseudogene 2	pseudogene	pseudogene	Approved	7q36.1	07q36.1			SUP45L3				1999-08-12			2017-10-25	6825	ENSG00000240132	OTTHUMG00000157354			NG_001198			"1546371|10413110"											PGOHUM00000303027														HGNC:3479		
HGNC:3480	ETF1P3	eukaryotic translation termination factor 1 pseudogene 3	pseudogene	pseudogene	Approved	Xq12	Xq12			SUP45L4				1999-08-12			2020-04-20	100132121	ENSG00000233833	OTTHUMG00000021725		AF110131	NG_009869			"1546371|10413110"											PGOHUM00000241819														HGNC:3480		
HGNC:3481	ETFA	electron transfer flavoprotein subunit alpha	protein-coding gene	gene with protein product	Approved	15q24.2-q24.3	15q24.2-q24.3	"GA2|EMA|MADD"	"glutaric aciduria II|multiple acyl-CoA dehydrogenase deficiency"		electron-transfer-flavoprotein, alpha polypeptide	Flavoproteins	2258	1986-01-01		2018-04-23	2023-01-20	2108	ENSG00000140374	OTTHUMG00000172586	uc002bbt.3	J04058	NM_000126	"CCDS32299|CCDS45311"	P13804		MGI:106092	RGD:628747			608053					121619															HGNC:3481	"ENST00000557943.6|NM_000126.4"	HGNC:3481
HGNC:3482	ETFB	electron transfer flavoprotein subunit beta	protein-coding gene	gene with protein product	Approved	19q13.41	19q13.41				electron-transfer-flavoprotein, beta polypeptide	Flavoproteins	2258	1990-06-11		2018-04-23	2023-01-20	2109	ENSG00000105379	OTTHUMG00000182903	uc002pwh.4	X71129	NM_001014763	"CCDS12828|CCDS33085"	P38117		MGI:106098	RGD:1303312			130410					121624															HGNC:3482	"ENST00000309244.9|NM_001985.3"	HGNC:3482
HGNC:28739	ETFBKMT	electron transfer flavoprotein subunit beta lysine methyltransferase	protein-coding gene	gene with protein product	Approved	12p11.21	12p11.21	"DKFZp451L235|MGC50559"		"C12orf72|METTL20"	"chromosome 12 open reading frame 72|methyltransferase like 20"	"7BS protein lysine methyltransferases|Non-histone lysine methyltransferases"	"2056|3410"	2008-08-12	2016-01-05	2018-04-23	2023-01-20	254013	ENSG00000139160	OTTHUMG00000169085	uc009zjr.4	BC039535	NM_173802	CCDS8724	Q8IXQ9	"25023281|25416781"	MGI:2443575	RGD:735147			615256																				HGNC:28739	"ENST00000357721.3|NM_001135863.2"	
HGNC:3483	ETFDH	electron transfer flavoprotein dehydrogenase	protein-coding gene	gene with protein product	Approved	4q32.1	04q32.1	ETFQO			electron-transferring-flavoprotein dehydrogenase	Flavoproteins	2258	1993-12-13		2016-01-05	2023-07-21	2110	ENSG00000171503	OTTHUMG00000161684	uc003iqb.5	S69232	NM_001281737	"CCDS3800|CCDS64090|CCDS93661"	Q16134	"1438400|12815589"	MGI:106100	RGD:735052			231675					121626										1.5.5.1					HGNC:3483	"ENST00000511912.6|NM_004453.4"	HGNC:3483
HGNC:27052	ETFRF1	electron transfer flavoprotein regulatory factor 1	protein-coding gene	gene with protein product	Approved	12p12.1	12p12.1			LYRM5	LYR motif containing 5	LYR motif containing	635	2006-09-19	2016-08-02	2016-08-02	2023-01-20	144363	ENSG00000205707	OTTHUMG00000171190	uc001rgn.4	AK057730	NM_001001660	CCDS53764	Q6IPR1	27499296	MGI:1914886	RGD:2320673																							HGNC:27052	"ENST00000381356.9|NM_001001660.3"	
HGNC:56993	ETFRF1P1	ETFRF1 pseudogene 1	pseudogene	pseudogene	Approved	22q12.3	22q12.3							2023-11-29			2023-11-29	133395147	ENSG00000228194				NG_029545														PGOHUM00000297750																
HGNC:23287	ETHE1	ETHE1 persulfide dioxygenase	protein-coding gene	gene with protein product	Approved	19q13.31	19q13.31	"YF13H12|HSCO"			ethylmalonic encephalopathy 1	MBL domain containing glyoxalase 2 subfamily	1614	2003-12-15		2019-01-22	2023-01-20	23474	ENSG00000105755	OTTHUMG00000182697	uc002owp.3		NM_014297	CCDS12622	O95571	19136963	MGI:1913321	RGD:1311034			608451					121629										1.13.11.18					HGNC:23287	"ENST00000292147.7|NM_014297.5"	HGNC:23287
HGNC:24649	ETNK1	ethanolamine kinase 1	protein-coding gene	gene with protein product	Approved	12p12.1	12p12.1	"EKI1|EKI"				Ethanolamine kinase family	3532	2004-07-09			2023-01-20	55500	ENSG00000139163	OTTHUMG00000169008	uc001rft.4	BC006111	NM_018638	"CCDS41760|CCDS8698"	Q9HBU6	"11912161|11044454"	MGI:1922570	RGD:1308204	LRG_1399|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_1399.xml	ETNK1	609858					470298															HGNC:24649	"ENST00000266517.9|NM_018638.5"	
HGNC:55486	ETNK1-DT	ETNK1 divergent transcript	non-coding RNA	RNA, long non-coding	Approved	12p12.1	12p12.1					Divergent transcripts	1990	2021-03-11			2021-03-11	105369691	ENSG00000257023				NR_135030																									URS0000A77181					
